Company,Ticker,Industry Bucket,Category,Sub-Category
"The GEO Group, Inc.",GEO,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"VerifyMe, Inc.",VRME,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
ABM Industries Incorporated,ABM,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
AZZ Inc.,AZZ,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Amentum Holdings, Inc.",AMTM,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Aramark,ARMK,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
BUUU Group Limited,BUUU,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
BlackSky Technology Inc.,BKSY,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"BrightView Holdings, Inc.",BV,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"CBIZ, Inc.",CBZ,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Cass Information Systems, Inc.",CASS,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Cimpress plc,CMPR,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Cintas Corporation,CTAS,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Copart, Inc.",CPRT,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Cre8 Enterprise Limited,CRE,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
DLH Holdings Corp.,DLHC,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Dolby Laboratories, Inc.",DLB,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Eastman Kodak Company,KODK,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
First Advantage Corporation,FA,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Global Payments Inc.,GPN,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"LegalZoom.com, Inc.",LZ,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Lichen International Limited,LICN,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Maximus, Inc.",MMS,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Network-1 Technologies, Inc.",NTIP,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Premium Catering (Holdings) Limited,PC,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Primech Holdings Ltd.,PMEC,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Quad/Graphics, Inc.",QUAD,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"RB Global, Inc.",RBA,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
RELX PLC,RELX,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Rentokil Initial plc,RTO,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Resolute Holdings Management, Inc.",RHLD,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Rich Sparkle Holdings Limited,ANPA,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
SMX (Security Matters) Public Limited Company,SMX,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"SPAR Group, Inc.",SGRP,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Samfine Creation Holdings Group Limited,SFHG,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Spire Global, Inc.",SPIR,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"System1, Inc.",SST,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"TIC Solutions, Inc.",TIC,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Target Hospitality Corp.,TH,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Team, Inc.",TISI,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Thomson Reuters Corporation,TRI,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Transcat, Inc.",TRNS,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
TryHard Holdings Limited,THH,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
UL Solutions Inc.,ULS,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
UniFirst Corporation,UNF,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Where Food Comes From, Inc.",WFCF,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"YSX Tech. Co., Ltd",YSXT,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
YY Group Holding Limited,YYGH,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
A. O. Smith Corporation,AOS,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"AMETEK, Inc.",AME,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
ATS Corporation,ATS,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
American Superconductor Corporation,AMSC,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Babcock & Wilcox Enterprises, Inc.",BW,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Broadwind, Inc.",BWEN,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"CSW Industrials, Inc.",CSW,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
CVD Equipment Corporation,CVV,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Capstone Energy+, Inc.",CEPL,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Chart Industries, Inc.",GTLS,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Clean Energy Technologies, Inc.",CETY,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Crane Company,CR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Crane NXT, Co.",CXT,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Cummins Inc.,CMI,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Donaldson Company, Inc.",DCI,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Dover Corporation,DOV,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"ERock, Inc.",EROC,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Eaton Corporation plc,ETN,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Emerson Electric Co.,EMR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Enerpac Tool Group Corp.,EPAC,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Enpro Inc.,NPO,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Flowserve Corporation,FLS,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Franklin Electric Co., Inc.",FELE,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
GE Vernova Inc.,GEV,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Gates Industrial Corporation plc,GTES,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Generac Holdings Inc.,GNRC,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Graco Inc.,GGG,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Graham Corporation,GHM,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Green Circle Decarbonize Technology Limited,GCDT,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
HUHUTECH International Group Inc.,HUHU,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Hadron Energy, Inc.",HDRN,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Helios Technologies, Inc.",HLIO,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Hurco Companies, Inc.",HURC,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
IDEX Corporation,IEX,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
INLIF Limited,INLF,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
ITT Inc.,ITT,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Illinois Tool Works Inc.,ITW,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Ingersoll Rand Inc.,IR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
JBT Marel Corporation,JBTM,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
JE Cleantech Holdings Limited,JCSE,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Kadant Inc.,KAI,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Kornit Digital Ltd.,KRNT,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Laser Photonics Corporation,LASE,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Li Bang International Corporation Inc.,LBGJ,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Luxfer Holdings PLC,LXFR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Midera Food Processing, Inc.",MFP,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Mirion Technologies, Inc.",MIR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Mueller Water Products, Inc.",MWA,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
NANO Nuclear Energy Inc.,NNE,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
NET Power Inc.,NPWR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Nordson Corporation,NDSN,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
NuScale Power Corporation,SMR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Nuburu, Inc.",BURU,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Ocean Power Technologies, Inc.",OPTT,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Omega Flex, Inc.",OFLX,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Otis Worldwide Corporation,OTIS,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Park-Ohio Holdings Corp.,PKOH,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Parker-Hannifin Corporation,PH,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Pentair plc,PNR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Power Solutions International, Inc.",PSIX,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Regal Rexnord Corporation,RRX,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Richtech Robotics Inc.,RR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Rockwell Automation, Inc.",ROK,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
SCHMID Group N.V.,SHMD,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Serve Robotics Inc.,SERV,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Simpple Ltd.,SPPL,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Standex International Corporation,SXI,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Symbotic Inc.,SYM,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Taylor Devices, Inc.",TAYD,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Tennant Company,TNC,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
The Gorman-Rupp Company,GRC,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
The Middleby Corporation,MIDD,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Twin Disc, Incorporated",TWIN,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
WF Holding Limited,WFF,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Watts Water Technologies, Inc.",WTS,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
XCHG Limited,XCH,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Xylem Inc.,XYL,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"ZJK Industrial Co., Ltd.",ZJK,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"BGSF, Inc.",BGSF,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Barrett Business Services, Inc.",BBSI,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Circle8 Group, Inc.",CIRC,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
GEE Group Inc.,JOB,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Galaxy Payroll Group Limited,GLXG,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"HireQuest, Inc.",HQI,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Insperity, Inc.",NSP,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Kelly Services, Inc.",KELYA,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Kelly Services, Inc.",KELYB,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Kforce Inc.,KFRC,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Korn Ferry,KFY,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
ManpowerGroup Inc.,MAN,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Mastech Digital, Inc.",MHH,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Nixxy, Inc.",NIXX,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"Professional Diversity Network, Inc.",IPDN,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Robert Half Inc.,RHI,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"TriNet Group, Inc.",TNET,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
"TrueBlue, Inc.",TBI,"Industrials : Professional, Security & Workforce Services",Industrials,Professional & Workforce Services
Chicago Rivet & Machine Co.,CVR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Hillman Solutions Corp.,HLMN,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Kennametal Inc.,KMT,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Lincoln Electric Holdings, Inc.",LECO,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
RBC Bearings Incorporated,RBC,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
Snap-on Incorporated,SNA,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
"Stanley Black & Decker, Inc.",SWK,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
The Eastern Company,EML,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
The Timken Company,TKR,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
The Toro Company,TTC,Industrials : Industrial Machinery & Components,Industrials,Machinery & Industrial Components
ArcBest Corporation,ARCB,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"Covenant Logistics Group, Inc.",CVLG,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
Elite Express Holding Inc.,ETS,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"Heartland Express, Inc.",HTLD,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
Knight-Swift Transportation Holdings Inc.,KNX,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"Marten Transport, Ltd.",MRTN,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"Old Dominion Freight Line, Inc.",ODFL,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
PAMT CORP,PAMT,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"RXO, Inc.",RXO,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"Saia, Inc.",SAIA,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"Schneider National, Inc.",SNDR,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
TFI International Inc.,TFII,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
Toppoint Holdings Inc.,TOPP,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"Universal Logistics Holdings, Inc.",ULH,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"Werner Enterprises, Inc.",WERN,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
"XPO, Inc.",XPO,"Industrials : Freight, Logistics & Rail",Industrials,"Freight, Rail & Marine Logistics"
American Battery Technology Company,ABAT,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"Aqua Metals, Inc.",AQMS,Industrials : Environmental & Waste Services,Industrials,Environmental Services
Avalon Holdings Corporation,AWX,Industrials : Environmental & Waste Services,Industrials,Environmental Services
CDT Environmental Technology Investment Holdings Limited,CDTG,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"Casella Waste Systems, Inc.",CWST,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"Clean Harbors, Inc.",CLH,Industrials : Environmental & Waste Services,Industrials,Environmental Services
Decent Holding Inc.,DXST,Industrials : Environmental & Waste Services,Industrials,Environmental Services
Energys Group Limited,ENGS,Industrials : Environmental & Waste Services,Industrials,Environmental Services
Enviri Corporation,NVRI,Industrials : Environmental & Waste Services,Industrials,Environmental Services
GFL Environmental Inc.,GFL,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"Greenwave Technology Solutions, Inc.",GWAV,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"LanzaTech Global, Inc.",LNZA,Industrials : Environmental & Waste Services,Industrials,Environmental Services
One and one Green Technologies. Inc,YDDL,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"Onterris, Inc.",ONT,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"Perma-Fix Environmental Services, Inc.",PESI,Industrials : Environmental & Waste Services,Industrials,Environmental Services
Quest Resource Holding Corporation,QRHC,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"Republic Services, Inc.",RSG,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"Waste Connections, Inc.",WCN,Industrials : Environmental & Waste Services,Industrials,Environmental Services
"Waste Management, Inc.",WM,Industrials : Environmental & Waste Services,Industrials,Environmental Services
